FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190305;0000;18;;;
190306;0000;17;;;
190307;0000;13;;;
190308;0000;13;;;
190309;0000;17;;;
190310;0000;14;;;
190311;0000;15;;;
190312;0000;22;;;
190313;0000;23;;;
190314;0000;22;;;
190315;0000;18;;;
190316;0000;21;;;
190317;0000;19;;;
190318;0000;19;;;
190319;0000;16;;;
190320;0000;23;;;
190321;0000;;;24;
190322;0000;;;4;
190323;0000;;;4;
190324;0000;;;4;
190325;0000;;;;
190326;0000;24;;;
190327;0000;23;;;
190328;0000;21;;;
190329;0000;27;;;
190330;0000;43;;;
190331;0000;;;;
190401;0000;29;;;
190402;0000;37;;;
190403;0000;27;;;
190404;0000;27;;;
190405;0000;29;;;
190406;0000;35;;;
190407;0000;36;;;
190408;0000;28;;;
190409;0000;21;;;
190410;0000;31;;;
190411;0000;38;;;
190412;0000;36;;;
190413;0000;51;;;
190414;0000;57;;;
190415;0000;44;;;
190416;0000;37;;;
190417;0000;36;;;
190418;0000;25;;;
190419;0000;20;;;
190420;0000;28;;;
190421;0000;22;;;
190422;0000;24;;;
190423;0000;26;;;
190424;0000;29;;;
190425;0000;32;;;
190426;0000;33;;;
190427;0000;49;;;
190428;0000;53;;;
190429;0000;31;;;
190430;0000;31;;;
190501;0000;47;;;
190502;0000;35;;;
190503;0000;24;;;
190504;0000;17;;;
190505;0000;38;;;
190506;0000;35;;;
190507;0000;28;;;
190508;0000;28;;;
190509;0000;21;;;
190510;0000;38;;;
190511;0000;70;;;
190512;0000;76;;;
190513;0000;50;;;
190514;0000;56;;;
190515;0000;58;;;
190516;0000;38;;;
190517;0000;26;;;
190518;0000;17;;;
190519;0000;48;;;
190520;0000;26;;;
190521;0000;25;;;
190522;0000;48;;;
190523;0000;59;;;
190524;0000;81;;;
190525;0000;56;;;
190526;0000;39;;;
190527;0000;40;;;
190528;0000;41;;;
190529;0000;17;;;
190530;0000;19;;;
190531;0000;29;;;
190601;0000;73;;;
190602;0000;105;;;
190603;0000;60;;;
190604;0000;68;;;
190605;0000;50;;;
190606;0000;19;;;
190607;0000;48;;;
190608;0000;88;;;
190609;0000;94;;;
190610;0000;66;;;
190611;0000;51;;;
190612;0000;32;;;
190613;0000;13;;;
190614;0000;16;;;
190615;0000;22;;;
190616;0000;44;;;
190617;0000;43;;;
190618;0000;49;;;
190619;0000;80;;;
190620;0000;68;;;
190621;0000;67;;;
190622;0000;116;;;
190623;0000;86;;;
190624;0000;30;;;
190625;0000;45;;;
190626;0000;53;;;
190627;0000;59;;;
190628;0000;61;;;
190629;0000;26;;;
190630;0000;39;;;
190701;0000;61;;;
190702;0000;61;;;
190703;0000;72;;;
190704;0000;76;;;
190705;0000;108;;;
190706;0000;91;;;
190707;0000;57;;;
190708;0000;64;;;
190709;0000;54;;;
190710;0000;88;;;
190711;0000;78;;;
190712;0000;57;;;
190713;0000;92;;;
190714;0000;114;;;
190715;0000;106;;;
190716;0000;95;;;
190717;0000;68;;;
190718;0000;63;;;
190719;0000;81;;;
190720;0000;76;;;
190721;0000;15;;;
190722;0000;22;;;
190723;0000;45;;;
190724;0000;50;;;
190725;0000;39;;;
190726;0000;63;;;
190727;0000;91;;;
190728;0000;72;;;
190729;0000;34;;;
190730;0000;42;;;
190731;0000;28;;;
190801;0000;16;;;
190802;0000;47;;;
190803;0000;103;;;
190804;0000;75;;;
190805;0000;45;;;
190806;0000;27;;;
190807;0000;21;;;
190808;0000;27;;;
190809;0000;43;;;
190810;0000;52;;;
190811;0000;21;;;
190812;0000;33;;;
190813;0000;77;;;
190814;0000;55;;;
190815;0000;35;;;
190816;0000;31;;;
190817;0000;29;;;
190818;0000;38;;;
190819;0000;50;;;
190820;0000;45;;;
190821;0000;39;;;
190822;0000;53;;;
190823;0000;40;;;
190824;0000;44;;;
190825;0000;32;;;
190826;0000;35;;;
190827;0000;42;;;
190828;0000;29;;;
190829;0000;10;;;
190830;0000;18;;;
190831;0000;32;;;
190901;0000;34;;;
190902;0000;22;;;
190903;0000;31;;;
190904;0000;34;;;
190905;0000;16;;;
190906;0000;11;;;
190907;0000;12;;;
190908;0000;16;;;
190909;0000;11;;;
190910;0000;22;;;
190911;0000;13;;;
190912;0000;35;;;
190913;0000;32;;;
190914;0000;21;;;
190915;0000;11;;;
190916;0000;12;;;
190917;0000;15;;;
190918;0000;23;;;
190919;0000;14;;;
190920;0000;17;;;
190921;0000;28;;;
190922;0000;32;;;
190923;0000;19;;;
190924;0000;21;;;
190925;0000;29;;;
190926;0000;25;;;
190927;0000;18;;;
190928;0000;21;;;
190929;0000;16;;;
190930;0000;8;;;
191001;0000;7;;;
191002;0000;9;;;
191003;0000;9;;;
191004;0000;17;;;
191005;0000;20;;;
191006;0000;19;;;
191007;0000;14;;;
191008;0000;19;;;
191009;0000;23;;;
191010;0000;26;;;
191011;0000;20;;;
191012;0000;37;;;
191013;0000;38;;;
191014;0000;12;;;
191015;0000;14;;;
191016;0000;12;;;
191017;0000;13;;;
191018;0000;17;;;
191019;0000;22;;;
191020;0000;21;;;
191021;0000;30;;;
191022;0000;35;;;
191023;0000;17;;;
191024;0000;20;;;
191025;0000;24;;;
191026;0000;13;;;
191027;0000;10;;;
191028;0000;7;;;
191029;0000;13;;;
191030;0000;12;;;
191031;0000;11;;;
191101;0000;7;;;
191102;0000;11;;;
191103;0000;13;;;
191104;0000;13;;;
191105;0000;14;;;
191106;0000;17;;;
191107;0000;18;;;
191108;0000;20;;;
191109;0000;24;;;
191110;0000;21;;;
191111;0000;18;;;
191112;0000;18;;;
191113;0000;22;;;
191114;0000;16;;;
191115;0000;22;;;
191116;0000;12;;;
191117;0000;14;;;
191118;0000;18;;;
191119;0000;26;;;
191120;0000;26;;;
191121;0000;20;;;
191122;0000;17;;;
191123;0000;13;;;
191124;0000;10;;;
191125;0000;8;;;
191126;0000;12;;;
191127;0000;15;;;
191128;0000;13;;;
191129;0000;10;;;
191130;0000;14;;;
191201;0000;17;;;
191202;0000;19;;;
191203;0000;15;;;
191204;0000;17;;;
191205;0000;18;;;
191206;0000;23;;;
191207;0000;15;;;
191208;0000;14;;;
191209;0000;16;;;
191210;0000;13;;;
191211;0000;13;;;
191212;0000;15;;;
191213;0000;17;;;
191214;0000;12;;;
191215;0000;12;;;
191216;0000;13;;;
191217;0000;18;;;
191218;0000;15;;;
191219;0000;11;;;
191220;0000;16;;;
191221;0000;16;;;
191222;0000;16;;;
191223;0000;16;;;
191224;0000;13;;;
191225;0000;11;;;
191226;0000;12;;;
191227;0000;14;;;
191228;0000;16;;;
191229;0000;;;29;
191230;0000;17;;;
191231;0000;22;;;
200101;0000;20;;;
200102;0000;17;;;
200103;0000;17;;;
200104;0000;18;;;
200105;0000;16;;;
200106;0000;17;;;
200107;0000;15;;;
200108;0000;11;;;
200109;0000;13;;;
200110;0000;15;;;
200111;0000;17;;;
200112;0000;17;;;
200113;0000;17;;;
200114;0000;15;;;
200115;0000;16;;;
200116;0000;23;;;
200117;0000;23;;;
200118;0000;22;;;
200119;0000;20;;;
200120;0000;;;;
200121;0000;19;;;
200122;0000;18;;;
200123;0000;12;;;
200124;0000;12;;;
200125;0000;15;;;
200126;0000;15;;;
200127;0000;14;;;
200128;0000;19;;;
200129;0000;11;;;
200130;0000;17;;;
200131;0000;19;;;
200201;0000;24;;;
200202;0000;18;;;
200203;0000;15;;;
200204;0000;17;;;
200205;0000;13;;;
200206;0000;15;;;
200207;0000;17;;;
200208;0000;19;;;
200209;0000;20;;;
200210;0000;19;;;
200211;0000;25;;;
200212;0000;21;;;
200213;0000;17;;;
200214;0000;28;;;
200215;0000;27;;;
200216;0000;14;;;
200217;0000;12;;;
200218;0000;16;;;
200219;0000;19;;;
200220;0000;25;;;
200221;0000;21;;;
200222;0000;19;;;
200223;0000;16;;;
200224;0000;17;;;
200225;0000;16;;;
200226;0000;20;;;
200227;0000;16;;;
200228;0000;20;;;
200229;0000;25;;;
200301;0000;18;;;
200302;0000;20;;;
200303;0000;22;;;
200304;0000;24;;;
200305;0000;26;;;
200306;0000;23;;;
200307;0000;22;;;
200308;0000;13;;;
200309;0000;21;;;
200310;0000;19;;;
200311;0000;19;;;
200312;0000;14;;;
200313;0000;11;;;
200314;0000;15;;;
200315;0000;16;;;
200316;0000;14;;;
200317;0000;18;;;
200318;0000;17;;;
200319;0000;17;;;
200320;0000;18;;;
200321;0000;15;;;
200322;0000;13;;;
200323;0000;14;;;
200324;0000;12;;;
200325;0000;11;;;
200326;0000;17;;;
200327;0000;19;;;
200328;0000;23;;;
200329;0000;24;;;
200330;0000;23;;;
200331;0000;20;;;
200401;0000;22;;;
200402;0000;29;;;
200403;0000;32;;;
200404;0000;30;;;
200405;0000;15;;;
200406;0000;19;;;
200407;0000;24;;;
200408;0000;28;;;
200409;0000;26;;;
200410;0000;22;;;
200411;0000;24;;;
200412;0000;26;;;
200413;0000;25;;;
200414;0000;36;;;
200415;0000;31;;;
200416;0000;33;;;
200417;0000;42;;;
200418;0000;39;;;
200419;0000;24;;;
200420;0000;23;;;
200421;0000;27;;;
200422;0000;25;;;
200423;0000;26;;;
200424;0000;21;;;
200425;0000;24;;;
200426;0000;23;;;
200427;0000;12;;;
200428;0000;19;;;
200429;0000;29;;;
200430;0000;42;;;
200501;0000;59;;;
200502;0000;29;;;
200503;0000;31;;;
200504;0000;26;;;
200505;0000;31;;;
200506;0000;43;;;
200507;0000;43;;;
200508;0000;45;;;
200509;0000;37;;;
200510;0000;26;;;
200511;0000;30;;;
200512;0000;31;;;
200513;0000;45;;;
200514;0000;45;;;
200515;0000;46;;;
200516;0000;50;;;
200517;0000;37;;;
200518;0000;27;;;
200519;0000;29;;;
200520;0000;28;;;
200521;0000;25;;;
200522;0000;57;;;
200523;0000;73;;;
200524;0000;55;;;
200525;0000;50;;;
200526;0000;41;;;
200527;0000;38;;;
200528;0000;47;;;
200529;0000;60;;;
200530;0000;64;;;
200531;0000;63;;;
200601;0000;38;;;
200602;0000;;;;
200603;0000;;;;
200604;0000;40;;;
200605;0000;62;;;
200606;0000;64;;;
200607;0000;57;;;
200608;0000;73;;;
200609;0000;67;;;
200610;0000;65;;;
200611;0000;67;;;
200612;0000;28;;;
200613;0000;75;;;
200614;0000;55;;;
200615;0000;36;;;
200616;0000;49;;;
200617;0000;21;;;
200618;0000;45;;;
200619;0000;33;;;
200620;0000;47;;;
200621;0000;67;;;
200622;0000;36;;;
200623;0000;11;;;
200624;0000;9;;;
200625;0000;36;;;
200626;0000;39;;;
200627;0000;81;;;
200628;0000;71;;;
200629;0000;21;;;
200630;0000;33;;;
200701;0000;35;;;
200702;0000;57;;;
200703;0000;51;;;
200704;0000;17;;;
200705;0000;15;;;
200706;0000;32;;;
200707;0000;42;;;
200708;0000;35;;;
200709;0000;59;;;
200710;0000;71;;;
200711;0000;78;;;
200712;0000;71;;;
200713;0000;90;;;
200714;0000;76;;;
200715;0000;125;;;
200716;0000;67;;;
200717;0000;56;;;
200718;0000;60;;;
200719;0000;32;;;
200720;0000;18;;;
200721;0000;17;;;
200722;0000;24;;;
200723;0000;;;;
200724;0000;59;;;
200725;0000;81;;;
200726;0000;92;;;
200727;0000;68;;;
200728;0000;73;;;
200729;0000;74;;;
200730;0000;34;;;
200731;0000;75;;;
200801;0000;69;;;
200802;0000;63;;;
200803;0000;40;;;
200804;0000;43;;;
200805;0000;18;;;
200806;0000;29;;;
200807;0000;50;;;
200808;0000;67;;;
200809;0000;41;;;
200810;0000;30;;;
200811;0000;30;;;
200812;0000;38;;;
200813;0000;40;;;
200814;0000;27;;;
200815;0000;46;;;
200816;0000;66;;;
200817;0000;37;;;
200818;0000;21;;;
200819;0000;32;;;
200820;0000;51;;;
200821;0000;64;;;
200822;0000;56;;;
200823;0000;18;;;
200824;0000;13;;;
200825;0000;14;;;
200826;0000;9;;;
200827;0000;17;;;
200828;0000;16;;;
200829;0000;17;;;
200830;0000;26;;;
200831;0000;26;;;
200901;0000;17;;;
200902;0000;25;;;
200903;0000;25;;;
200904;0000;30;;;
200905;0000;26;;;
200906;0000;39;;;
200907;0000;21;;;
200908;0000;23;;;
200909;0000;27;;;
200910;0000;20;;;
200911;0000;23;;;
200912;0000;41;;;
200913;0000;25;;;
200914;0000;25;;;
200915;0000;21;;;
200916;0000;28;;;
200917;0000;42;;;
200918;0000;31;;;
200919;0000;26;;;
200920;0000;29;;;
200921;0000;21;;;
200922;0000;21;;;
200923;0000;25;;;
200924;0000;26;;;
200925;0000;14;;;
200926;0000;11;;;
200927;0000;23;;;
200928;0000;21;;;
200929;0000;13;;;
200930;0000;12;;;
201001;0000;14;;;
201002;0000;14;;;
201003;0000;13;;;
201004;0000;11;;;
201005;0000;18;;;
201006;0000;16;;;
201007;0000;22;;;
201008;0000;18;;;
201009;0000;22;;;
201010;0000;19;;;
201011;0000;19;;;
201012;0000;21;;;
201013;0000;19;;;
201014;0000;23;;;
201015;0000;24;;;
201016;0000;19;;;
201017;0000;23;;;
201018;0000;21;;;
201019;0000;15;;;
201020;0000;18;;;
201021;0000;15;;;
201022;0000;20;;;
201023;0000;18;;;
201024;0000;14;;;
201025;0000;11;;;
201026;0000;19;;;
201027;0000;10;;;
201028;0000;14;;;
201029;0000;14;;;
201030;0000;19;;;
201031;0000;21;;;
201101;0000;18;;;
201102;0000;18;;;
201103;0000;20;;;
201104;0000;18;;;
201105;0000;17;;;
201106;0000;17;;;
201107;0000;19;;;
201108;0000;16;;;
201109;0000;16;;;
201110;0000;16;;;
201111;0000;16;;;
201112;0000;16;;;
201113;0000;14;;;
201114;0000;18;;;
201115;0000;16;;;
201116;0000;14;;;
201117;0000;16;;;
201118;0000;15;;;
201119;0000;13;;;
201120;0000;8;;;
201121;0000;13;;;
201122;0000;13;;;
201123;0000;10;;;
201124;0000;9;;;
201125;0000;11;;;
201126;0000;15;;;
201127;0000;21;;;
201128;0000;14;;;
201129;0000;11;;;
201130;0000;14;;;
201201;0000;16;;;
201202;0000;15;;;
201203;0000;14;;;
201204;0000;18;;;
201205;0000;17;;;
201206;0000;16;;;
201207;0000;15;;;
201208;0000;13;;;
201209;0000;14;;;
201210;0000;11;;;
201211;0000;14;;;
201212;0000;14;;;
201213;0000;10;;;
201214;0000;11;;;
201215;0000;13;;;
201216;0000;14;;;
201217;0000;15;;;
201218;0000;12;;;
201219;0000;11;;;
201220;0000;11;;;
201221;0000;13;;;
201222;0000;14;;;
201223;0000;20;;;
201224;0000;19;;;
201225;0000;16;;;
201226;0000;12;;;
201227;0000;13;;;
201228;0000;12;;;
201229;0000;13;;;
201230;0000;13;;;
201231;0000;21;;;
210101;0000;21;;;
210102;0000;15;;;
210103;0000;15;;;
210104;0000;12;;;
210105;0000;16;;;
210106;0000;18;;;
210107;0000;16;;;
210108;0000;16;;;
210109;0000;16;;;
210110;0000;9;;;
210111;0000;10;;;
210112;0000;13;;;
210113;0000;11;;;
210114;0000;15;;;
210115;0000;15;;;
210116;0000;12;;;
210117;0000;16;;;
210118;0000;19;;;
210119;0000;20;;;
210120;0000;19;;;
210121;0000;17;;;
210122;0000;20;;;
210123;0000;16;;;
210124;0000;14;;;
210125;0000;13;;;
210126;0000;15;;;
210127;0000;16;;;
210128;0000;13;;;
210129;0000;12;;;
210130;0000;12;;;
210131;0000;10;;;
210201;0000;10;;;
210202;0000;15;;;
210203;0000;18;;;
210204;0000;19;;;
210205;0000;18;;;
210206;0000;17;;;
210207;0000;18;;;
210208;0000;13;;;
210209;0000;15;;;
210210;0000;18;;;
210211;0000;18;;;
210212;0000;19;;;
210213;0000;16;;;
210214;0000;13;;;
210215;0000;15;;;
210216;0000;14;;;
210217;0000;12;;;
210218;0000;10;;;
210219;0000;11;;;
210220;0000;14;;;
210221;0000;12;;;
210222;0000;11;;;
210223;0000;14;;;
210224;0000;18;;;
210225;0000;17;;;
210226;0000;18;;;
210227;0000;21;;;
210228;0000;19;;;
210301;0000;16;;;
210302;0000;16;;;
210303;0000;17;;;
210304;0000;16;;;
210305;0000;15;;;
210306;0000;13;;;
210307;0000;15;;;
210308;0000;15;;;
210309;0000;15;;;
210310;0000;16;;;
210311;0000;15;;;
210312;0000;14;;;
210313;0000;15;;;
210314;0000;14;;;
210315;0000;12;;;
210316;0000;13;;;
210317;0000;12;;;
210318;0000;12;;;
210319;0000;11;;;
210320;0000;13;;;
210321;0000;10;;;
210322;0000;12;;;
210323;0000;20;;;
210324;0000;21;;;
210325;0000;;;8;
210326;0000;;;2;
210327;0000;;;2;
210328;0000;;;2;
210329;0000;;;3;
210330;0000;;;10;
210331;0000;24;;;
210401;0000;29;;;
210402;0000;33;;;
210403;0000;34;;;
210404;0000;20;;;
210405;0000;21;;;
210406;0000;16;;;
210407;0000;14;;;
210408;0000;11;;;
210409;0000;14;;;
210410;0000;14;;;
210411;0000;25;;;
210412;0000;28;;;
210413;0000;29;;;
210414;0000;25;;;
210415;0000;24;;;
210416;0000;28;;;
210417;0000;18;;;
210418;0000;32;;;
210419;0000;20;;;
210420;0000;21;;;
210421;0000;14;;;
210422;0000;19;;;
210423;0000;17;;;
210424;0000;34;;;
210425;0000;43;;;
210426;0000;33;;;
210427;0000;26;;;
210428;0000;45;;;
210429;0000;38;;;
210430;0000;34;;;
210501;0000;55;;;
210502;0000;23;;;
210503;0000;16;;;
210504;0000;24;;;
210505;0000;38;;;
210506;0000;45;;;
210507;0000;25;;;
210508;0000;32;;;
210509;0000;35;;;
210510;0000;40;;;
210511;0000;49;;;
210512;0000;49;;;
210513;0000;62;;;
210514;0000;68;;;
210515;0000;90;;;
210516;0000;115;;;
210517;0000;72;;;
210518;0000;48;;;
210519;0000;54;;;
210520;0000;27;;;
210521;0000;21;;;
210522;0000;55;;;
210523;0000;70;;;
210524;0000;47;;;
210525;0000;50;;;
210526;0000;78;;;
210527;0000;60;;;
210528;0000;25;;;
210529;0000;50;;;
210530;0000;63;;;
210531;0000;43;;;
210601;0000;45;;;
210602;0000;45;;;
210603;0000;39;;;
210604;0000;31;;;
210605;0000;37;;;
210606;0000;28;;;
210607;0000;41;;;
210608;0000;53;;;
210609;0000;35;;;
210610;0000;37;;;
210611;0000;68;;;
210612;0000;67;;;
210613;0000;34;;;
210614;0000;55;;;
210615;0000;37;;;
210616;0000;36;;;
210617;0000;43;;;
210618;0000;49;;;
210619;0000;88;;;
210620;0000;110;;;
210621;0000;88;;;
210622;0000;51;;;
210623;0000;23;;;
210624;0000;29;;;
210625;0000;27;;;
210626;0000;18;;;
210627;0000;79;;;
210628;0000;90;;;
210629;0000;82;;;
210630;0000;89;;;
210701;0000;66;;;
210702;0000;72;;;
210703;0000;100;;;
210704;0000;99;;;
210705;0000;81;;;
210706;0000;43;;;
210707;0000;52;;;
210708;0000;61;;;
210709;0000;42;;;
210710;0000;121;;;
210711;0000;118;;;
210712;0000;45;;;
210713;0000;71;;;
210714;0000;78;;;
210715;0000;92;;;
210716;0000;65;;;
210717;0000;114;;;
210718;0000;97;;;
210719;0000;63;;;
210720;0000;72;;;
210721;0000;65;;;
210722;0000;76;;;
210723;0000;65;;;
210724;0000;54;;;
210725;0000;37;;;
210726;0000;16;;;
210727;0000;38;;;
210728;0000;66;;;
210729;0000;69;;;
210730;0000;71;;;
210731;0000;107;;;
210801;0000;107;;;
210802;0000;55;;;
210803;0000;53;;;
210804;0000;56;;;
210805;0000;51;;;
210806;0000;57;;;
210807;0000;43;;;
210808;0000;35;;;
210809;0000;29;;;
210810;0000;53;;;
210811;0000;53;;;
210812;0000;34;;;
210813;0000;80;;;
210814;0000;114;;;
210815;0000;55;;;
210816;0000;40;;;
210817;0000;25;;;
210818;0000;12;;;
210819;0000;9;;;
210820;0000;28;;;
210821;0000;28;;;
210822;0000;12;;;
210823;0000;14;;;
210824;0000;18;;;
210825;0000;11;;;
210826;0000;21;;;
210827;0000;33;;;
210828;0000;49;;;
210829;0000;59;;;
210830;0000;18;;;
210831;0000;24;;;
210901;0000;32;;;
210902;0000;22;;;
210903;0000;17;;;
210904;0000;14;;;
210905;0000;21;;;
210906;0000;5;;;
210907;0000;5;;;
210908;0000;18;;;
210909;0000;30;;;
210910;0000;28;;;
210911;0000;20;;;
210912;0000;5;;;
210913;0000;10;;;
210914;0000;22;;;
210915;0000;25;;;
210916;0000;26;;;
210917;0000;22;;;
210918;0000;22;;;
210919;0000;13;;;
210920;0000;15;;;
210921;0000;25;;;
210922;0000;13;;;
210923;0000;28;;;
210924;0000;31;;;
210925;0000;16;;;
210926;0000;17;;;
210927;0000;16;;;
210928;0000;20;;;
210929;0000;18;;;
210930;0000;8;;;
211001;0000;12;;;
211002;0000;7;;;
211003;0000;11;;;
211004;0000;17;;;
211005;0000;13;;;
211006;0000;19;;;
211007;0000;14;;;
211008;0000;10;;;
211009;0000;16;;;
211010;0000;12;;;
211011;0000;18;;;
211012;0000;15;;;
211013;0000;8;;;
211014;0000;7;;;
211015;0000;12;;;
211016;0000;17;;;
211017;0000;13;;;
211018;0000;20;;;
211019;0000;35;;;
211020;0000;16;;;
211021;0000;19;;;
211022;0000;13;;;
211023;0000;13;;;
211024;0000;14;;;
211025;0000;15;;;
211026;0000;13;;;
211027;0000;14;;;
211028;0000;18;;;
211029;0000;17;;;
211030;0000;18;;;
211031;0000;17;;;
211101;0000;15;;;
211102;0000;17;;;
211103;0000;11;;;
211104;0000;10;;;
211105;0000;13;;;
211106;0000;13;;;
211107;0000;13;;;
211108;0000;15;;;
211109;0000;11;;;
211110;0000;13;;;
211111;0000;13;;;
211112;0000;13;;;
211113;0000;6;;;
211114;0000;11;;;
211115;0000;9;;;
211116;0000;11;;;
211117;0000;12;;;
211118;0000;14;;;
211119;0000;14;;;
211120;0000;17;;;
211121;0000;13;;;
211122;0000;14;;;
211123;0000;14;;;
211124;0000;12;;;
211125;0000;13;;;
211126;0000;14;;;
211127;0000;11;;;
211128;0000;12;;;
211129;0000;14;;;
211130;0000;10;;;
211201;0000;12;;;
211202;0000;14;;;
211203;0000;17;;;
211204;0000;17;;;
211205;0000;20;;;
211206;0000;16;;;
211207;0000;15;;;
211208;0000;13;;;
211209;0000;18;;;
211210;0000;15;;;
211211;0000;11;;;
211212;0000;7;;;
211213;0000;11;;;
211214;0000;12;;;
211215;0000;14;;;
211216;0000;11;;;
211217;0000;11;;;
211218;0000;13;;;
211219;0000;14;;;
211220;0000;14;;;
211221;0000;16;;;
211222;0000;19;;;
211223;0000;16;;;
211224;0000;17;;;
211225;0000;17;;;
211226;0000;21;;;
211227;0000;23;;;
211228;0000;17;;;
211229;0000;13;;;
211230;0000;15;;;
